"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"5002","전남광주통합특별시 순천시 덕월동","*","25m미만","46.80","월세","202508","13","300","40","2011","순천만길","202508~202708","신규","-","","","단독다가구"
"5003","전남광주통합특별시 순천시 연향동","1***","25m미만","125.84","월세","202508","13","1,000","60","2000","대석초등길","202509~202808","신규","-","","","단독다가구"
"5004","전남광주통합특별시 여수시 묘도동","1***","8m미만","91.20","전세","202508","13","6,000","0","2015","묘도3길","202508~202808","신규","-","","","단독다가구"
"5005","전남광주통합특별시 여수시 화장동","8**","12m미만","40.00","월세","202508","13","300","40","2020","화산3길","202508~202608","신규","-","","","단독다가구"
"5006","전남광주통합특별시 여수시 화장동","8**","12m미만","60.31","전세","202508","13","12,000","0","2019","화산2길","202508~202708","신규","-","","","단독다가구"
"5007","전남광주통합특별시 나주시 송월동","1***","8m미만","18.24","월세","202508","12","200","35","2022","송월11길","202508~202602","신규","-","","","단독다가구"
"5008","전남광주통합특별시 서구 쌍촌동","1***","8m미만","22.12","월세","202508","12","300","55","2021","쌍촌로27번길","202508~202608","신규","-","","","단독다가구"
"5009","전남광주통합특별시 나주시 송월동","1***","25m미만","13.50","월세","202508","12","200","35","2021","송월13길","202508~202608","신규","-","","","단독다가구"
"5010","전남광주통합특별시 서구 쌍촌동","9**","8m미만","27.65","월세","202508","12","100","30","2012","상무대로955번길","202508~202608","신규","-","","","단독다가구"
"5011","전남광주통합특별시 서구 쌍촌동","4**","8m미만","40.00","전세","202508","12","5,000","0","2010","화정로74번길","202508~202510","신규","-","","","단독다가구"
"5012","전남광주통합특별시 순천시 연향동","1***","12m미만","33.00","월세","202508","12","500","45","2019","율산1길","202508~202608","신규","-","","","단독다가구"
"5013","전남광주통합특별시 서구 풍암동","9**","12m미만","209.00","월세","202508","12","300","43","2008","풍암운리로37번길","202508~202708","신규","-","","","단독다가구"
"5014","전남광주통합특별시 서구 쌍촌동","1***","8m미만","27.86","월세","202508","12","200","55","","월드컵4강로164번길","202508~202608","신규","-","","","단독다가구"
"5015","전남광주통합특별시 순천시 석현동","1**","12m미만","29.15","월세","202508","12","200","34","","오리정2길","202508~202608","신규","-","","","단독다가구"
"5016","전남광주통합특별시 여수시 화장동","8**","12m미만","40.00","월세","202508","12","200","48","2019","대통2길","202508~202608","신규","-","","","단독다가구"
"5017","전남광주통합특별시 여수시 문수동","1**","8m미만","50.00","월세","202508","12","500","55","1999","문수4길","202509~202709","신규","-","","","단독다가구"
"5018","전남광주통합특별시 여수시 봉산동","2**","12m미만","49.00","월세","202508","12","300","40","1985","대교로","202508~202608","신규","-","","","단독다가구"
"5019","전남광주통합특별시 여수시 화장동","8**","12m미만","20.00","월세","202508","12","200","35","2018","대통2길","202508~202608","신규","-","","","단독다가구"
"5020","전남광주통합특별시 나주시 송월동","1***","25m미만","13.50","월세","202508","12","200","35","2021","송월13길","202508~202608","신규","-","","","단독다가구"
"5021","전남광주통합특별시 서구 농성동","3**","8m미만","25.61","월세","202508","12","200","30","2012","내방로398번길","202508~202608","신규","-","","","단독다가구"
"5022","전남광주통합특별시 남구 월산동","4*","8m미만","74.25","전세","202508","12","3,500","0","","덕림길","202508~202608","갱신","-","3,500","0","단독다가구"
"5023","전남광주통합특별시 서구 유촌동","8**","12m미만","40.00","월세","202508","12","300","45","2008","상무버들로53번길","202508~202608","신규","-","","","단독다가구"
"5024","전남광주통합특별시 남구 임암동","8**","25m미만","21.36","월세","202508","12","1,000","65","2023","효천안길","202509~202609","신규","-","","","단독다가구"
"5025","전남광주통합특별시 남구 임암동","8**","25m미만","21.36","월세","202508","12","1,000","65","2023","효천안길","202509~202609","신규","-","","","단독다가구"
"5026","전남광주통합특별시 동구 학동","2*","8m미만","28.00","월세","202508","12","200","29","2013","남문로724번길","202508~202608","신규","-","","","단독다가구"
"5027","전남광주통합특별시 북구 임동","1**","8m미만","155.54","월세","202508","12","300","37","","서림로81번길","202508~202708","신규","-","","","단독다가구"
"5028","전남광주통합특별시 광산구 선암동","5**","12m미만","47.00","월세","202508","12","200","30","2014","선운중앙로67번길","202508~202608","신규","-","","","단독다가구"
"5029","전남광주통합특별시 광산구 하남동","6**","25m미만","18.00","월세","202508","12","200","32","2011","하남대로54번안길","202508~202608","신규","-","","","단독다가구"
"5030","전남광주통합특별시 북구 오치동","9**","25m이상","27.09","월세","202508","12","300","50","2018","우치로","202508~202608","신규","-","","","단독다가구"
"5031","전남광주통합특별시 해남군 해남읍 남외리","1**","12m미만","25.20","전세","202508","12","4,000","0","1995","서초길","202508~202708","신규","-","","","단독다가구"
"5032","전남광주통합특별시 광산구 송정동","6**","8m미만","26.99","월세","202508","12","200","40","2023","송도로","202508~202608","신규","-","","","단독다가구"
"5033","전남광주통합특별시 광산구 장덕동","1***","12m미만","33.00","월세","202508","12","300","45","2014","장신로19번안길","202509~202608","신규","-","","","단독다가구"
"5034","전남광주통합특별시 북구 양산동","9**","12m미만","39.00","월세","202508","12","300","40","2016","연양로67번길","202508~202608","신규","-","","","단독다가구"
"5035","전남광주통합특별시 광산구 신창동","1***","25m미만","104.28","월세","202508","12","8,000","22","2005","신창로72번길","202508~202708","신규","-","","","단독다가구"
"5036","전남광주통합특별시 동구 운림동","6**","12m미만","113.78","월세","202508","12","1,000","70","2012","의재로136번길","202508~202708","신규","-","","","단독다가구"
"5037","전남광주통합특별시 북구 양산동","9**","12m미만","45.00","월세","202508","12","500","53","2016","연양로67번길","202508~202608","신규","-","","","단독다가구"
"5038","전남광주통합특별시 북구 삼각동","7**","12m미만","26.00","전세","202508","12","2,000","0","2002","설죽로471번길","202508~202708","신규","-","","","단독다가구"
"5039","전남광주통합특별시 북구 신안동","4**","12m미만","25.00","월세","202508","12","300","37","2015","서암대로159번길","202508~202608","신규","-","","","단독다가구"
"5040","전남광주통합특별시 광산구 신가동","1***","25m미만","99.00","월세","202508","12","1,500","70","2012","수등로94번길","202508~202608","신규","-","","","단독다가구"
"5041","전남광주통합특별시 북구 용봉동","1***","12m미만","21.00","월세","202508","11","200","37","2021","호동로15번길","202508~202607","신규","-","","","단독다가구"
"5042","전남광주통합특별시 목포시 산정동","1***","12m미만","122.31","월세","202508","11","300","30","1983","연동로5번길","202508~202708","신규","-","","","단독다가구"
"5043","전남광주통합특별시 광산구 신가동","1***","12m미만","19.00","월세","202508","11","200","36","2015","수완로9번길","202508~202608","신규","-","","","단독다가구"
"5044","전남광주통합특별시 광산구 신가동","9**","12m미만","21.39","월세","202508","11","300","37","2019","목련로397번안길","202508~202608","신규","-","","","단독다가구"
"5045","전남광주통합특별시 광양시 광양읍 덕례리","1***","12m미만","29.16","월세","202508","11","200","55","2021","회암1길","202508~202608","신규","-","","","단독다가구"
"5046","전남광주통합특별시 광산구 신창동","1***","12m미만","32.49","월세","202508","11","500","39","2013","왕버들로322번길","202508~202608","신규","-","","","단독다가구"
"5047","전남광주통합특별시 광산구 흑석동","5**","12m미만","33.00","월세","202508","11","300","43","2013","풍영로101번안길","202508~202608","신규","-","","","단독다가구"
"5048","전남광주통합특별시 북구 두암동","8**","8m미만","71.41","월세","202508","11","1,000","40","","군왕로117번길","202509~202909","신규","-","","","단독다가구"
"5049","전남광주통합특별시 북구 용봉동","1***","12m미만","12.86","월세","202508","11","200","30","","호동로15번길","202508~202608","신규","-","","","단독다가구"
"5050","전남광주통합특별시 광산구 흑석동","5**","25m미만","26.40","월세","202508","11","200","30","2012","풍영로101번안길","202508~202608","신규","-","","","단독다가구"
"5051","전남광주통합특별시 무안군 삼향읍 남악리","2***","12m미만","57.00","월세","202508","11","4,000","33","2015","남악5로26번길","202508~202708","신규","-","","","단독다가구"
"5052","전남광주통합특별시 무안군 삼향읍 남악리","1***","25m미만","52.00","전세","202508","11","7,500","0","2012","남악5로70번길","202509~202709","신규","-","","","단독다가구"
"5053","전남광주통합특별시 북구 운암동","3**","12m미만","77.13","전세","202508","11","5,000","0","1978","서암대로18번길","202508~202708","신규","-","","","단독다가구"
"5054","전남광주통합특별시 담양군 담양읍 담빛리","6**","8m미만","28.32","월세","202508","11","300","45","2022","태왕2길","202508~202608","신규","-","","","단독다가구"
"5055","전남광주통합특별시 북구 용봉동","1**","8m미만","23.14","월세","202508","11","200","33","2015","호동로15번길","202508~202602","신규","-","","","단독다가구"
"5056","전남광주통합특별시 목포시 용당동","1***","8m미만","46.25","전세","202508","11","5,000","0","1982","용해로","202508~202708","신규","-","","","단독다가구"
"5057","전남광주통합특별시 남구 월산동","9**","12m미만","20.67","월세","202508","11","300","46","2022","금화로415번길","202508~202608","신규","-","","","단독다가구"
"5058","전남광주통합특별시 북구 용봉동","3**","8m미만","28.00","월세","202508","11","200","35","2001","설죽로214번길","202508~202608","신규","-","","","단독다가구"
